#SATURN
L0	1 	87401354 	0 		0
L0	2 	11107660 	3.96205090 	213.29909544
L0	3 	1414151 	4.5858152 	7.1135470
L0	4 	398379 		0.521120 	206.185548
L0	5 	350769 		3.303299 	426.598191
L0	6 	206816 		0.246584 	103.092774
L0	7 	79271 		3.84007 	220.41264
L0	8 	23990 		4.66977 	110.20632
L0	9 	16574 		0.43719 	419.48464
L0	10 	15820 		0.93809 	632.78374
L0	11 	15054 		2.71670 	639.89729
L0	12 	14907 		5.76903 	316.39187
L0	13 	14610 		1.56519 	3.93215
L0	14 	13160 		4.44891 	14.22709
L0	15 	13005 		5.98119 	11.04570
L0	16 	10725 		3.12940 	202.25340
L0	17 	6126 		1.7633 		277.0350
L0	18 	5863 		0.2366 		529.6910
L0	19 	5228 		4.2078 		3.1814
L0	20 	5020 		3.1779 		433.7117
L0	21 	4593 		0.6198 		199.0720
L0	22 	4006 		2.2448 		63.7359
L0	23 	3874 		3.2228 		138.5175
L0	24 	3269 		0.7749 		949.1756
L0	25 	2954 		0.9828 		95.9792
L0	26 	2461 		2.0316 		735.8765
L0	27 	1758 		3.2658 		522.5774
L0	28 	1640 		5.5050 		846.0828
L0	29 	1581 		4.3727 		309.2783
L0	30 	1391 		4.0233 		323.5054
L0	31 	1124 		2.8373 		415.5525
L0	32 	1087 		4.1834 		2.4477
L0	33 	1017 		3.7170 		227.5262
L0	34 	957 		0.507 		1265.567
L0	35 	853 		3.421 		175.166
L0	36 	849 		3.191 		209.367
L0	37 	789 		5.007 		0.963
L0	38 	749 		2.144 		853.196
L0	39 	744 		5.253 		224.345
L0	40 	687 		1.747 		1052.268
L0	41 	654 		1.599 		0.048
L0	42 	634 		2.299 		412.371
L0	43 	625 		0.970 		210.118
L0	44 	580 		3.093 		74.782
L0	45 	546 		2.127 		350.332
L0	46 	543 		1.518 		9.561
L0	47 	530 		4.449 		117.320
L0	48 	478 		2.965 		137.033
L0	49 	474 		5.475 		742.990
L0	50 	452 		1.044 		490.334
L0	51 	449 		1.290 		127.472
L0	52 	372 		2.278 		217.231
L0	53 	355 		3.013 		838.969
L0	54 	347 		1.539 		340.771
L0	55 	343 		0.246 		0.521
L0	56 	330 		0.247 		1581.959
L0	57 	322 		0.961 		203.738
L0	58 	322 		2.572 		647.011
L0	59 	309 		3.495 		216.480
L0	60 	287 		2.370 		351.817
L0	61 	278 		0.400 		211.815
L0	62 	249 		1.470 		1368.660
L0	63 	227 		4.910 		12.530
L0 	64 	220 		4.204 		200.769
