#URANUS
L0	1 	548129294 	0 		0
L0	2 	9260408 	0.8910642 	74.7815986
L0	3 	1504248 	3.6271926 	1.4844727
L0	4 	365982 		1.899622 	73.297126
L0	5 	272328 		3.358237 	149.563197
L0	6 	70328 		5.39254 	63.73590
L0	7 	68893 		6.09292 	76.26607
L0	8 	61999 		2.26952 	2.96895
L0	9 	61951 		2.85099 	11.04570
L0	10 	26469 		3.14152 	71.81265
L0	11 	25711 		6.11380 	454.90937
L0	12 	21079 		4.36059 	148.07872
L0	13 	17819 		1.74437 	36.64856
L0	14 	14613 		4.73732 	3.93215
L0	15 	11163 		5.82682 	224.34480
L0	16 	10998 		0.48865 	138.51750
L0	17 	9527 		2.9552 		35.1641
L0	18 	7546 		5.2363 		109.9457
L0	19 	4220 		3.2333 		70.8494
L0	20 	4052 		2.2775 		151.0477
L0	21 	3490 		5.4831 		146.5943
L0	22 	3355 		1.0655 		4.4534
L0	23 	3144 		4.7520 		77.7505
L0	24 	2927 		4.6290 		9.5612
L0	25 	2922 		5.3524 		85.8273
L0	26 	2273 		4.3660 		70.3282
L0	27 	2149 		0.6075 		38.1330
L0	28 	2051 		1.5177 		0.1119
L0	29 	1992 		4.9244 		277.0350
L0	30 	1667 		3.6274 		380.1278
L0	31 	1533 		2.5859 		52.6902
L0	32 	1376 		2.0428 		65.2204
L0	33 	1372 		4.1964 		111.4302
L0	34 	1284 		3.1135 		202.2534
L0	35 	1282 		0.5427 		222.8603
L0	36 	1244 		0.9161 		2.4477
L0	37 	1221 		0.1990 		108.4612
L0	38 	1151 		4.1790 		33.6796
L0	39 	1150 		0.9334 		3.1814
L0 	40 	1090 		1.7750 		12.5302
L0 	41 	1072 		0.2356 		62.2514
L0	42 	946 		1.192 		127.472
L0	43 	708 		5.183 		213.299
L0	44 	653 		0.966 		78.714
L0	45 	628 		0.182 		984.600
L0	46 	607 		5.432 		529.691
L0	47 	559 		3.358 		0.521
L0	48 	524 		2.013 		299.126
L0	49 	483 		2.106 		0.963
L0	50 	471 		1.407 		184.727
L0	51 	467 		0.415 		145.110
L0	52 	434 		5.521 		183.243
L0	53 	405 		5.987 		8.077
L0	54 	399 		0.338 		415.552
L0	55 	396 		5.870 		351.817
L0	56 	379 		2.350 		56.622
L0	57 	310 		5.833 		145.631
L0	58 	300 		5.644 		22.091
L0	59 	294 		5.839 		39.618
L0	60 	252 		1.637 		221.376
L0	61 	249 		4.746 		225.829
L0	62 	239 		2.350 		137.033
L0	63 	224 		0.516 		84.343
L0	64 	223 		2.843 		0.261
L0	65 	220 		1.922 		67.668
L0	66 	217 		6.142 		5.938
L0	67 	216 		4.778 		340.771
L0	68 	208 		5.580 		68.844
L0	69 	202 		1.297 		0.048
L0	70 	199 		0.956 		152.532
