#JUPITER
L0 	1 	59954691 	0 		0
L0	2 	9695899 	5.0619179 	529.6909651
L0	3 	573610 		1.444062 	7.113547
L0	4 	306389 		5.417347 	1059.381930
L0	5 	97178 		4.14265 	632.78374
L0	6 	72903 		3.64043 	522.57742
L0	7 	64264 		3.41145 	103.09277
L0	8 	39806 		2.29377 	419.48464
L0	9 	38858 		1.27232 	316.39187
L0	10 	27965 		1.78455 	536.80451
L0 	11 	13590 		5.77481 	1589.07290
L0	12 	8769 		3.6300 		949.1756
L0	13 	8246 		3.5823 		206.1855
L0	14 	7368 		5.0810 		735.8765
L0	15 	6263 		0.0250 		213.2991
L0	16 	6114 		4.5132 		1162.4747
L0	17 	5305 		4.1863 		1052.2684
L0	18 	5305 		1.3067 		14.2271
L0	19 	4905 		1.3208 		110.2063
L0	20 	4647 		4.6996 		3.9322
L0	21 	3045 		4.3168 		426.5982
L0	22 	2610 		1.5667 		846.0828
L0	23 	2028 		1.0638 		3.1814
L0	24 	1921 		0.9717 		639.8973
L0	25 	1765 		2.1415 		1066.4955
L0	26 	1723 		3.8804 		1265.5675
L0	27 	1633 		3.5820 		515.4639
L0	28 	1432 		4.2968 		625.6702
L0	29 	973 		4.098 		95.979
L0	30 	884 		2.437 		412.371
L0	31 	733 		6.085 		838.969
L0	32 	731 		3.806 		1581.959
L0	33 	709 		1.293 		742.990
L0	34 	692 		6.134 		2118.764
L0	35 	614 		4.109 		1478.867
L0	36 	582 		4.540 		309.278
L0	37 	495 		3.756 		323.505
L0	38 	441 		2.958 		454.909
L0	39 	417 		1.036 		2.448
L0	40 	390 		4.897 		1692.166
L0	41 	376 		4.703 		1368.660
L0	42 	341 		5.715 		533.623
L0	43 	330 		4.740 		0.048
L0	44 	262 		1.877 		0.963
L0	45 	261 		0.820 		380.128
L0	46 	257 		3.724 		199.072
L0	47 	244 		5.220 		728.763
L0	48 	235 		1.227 		909.819
L0	49 	220 		1.651 		543.918
L0	50 	207 		1.855 		525.759
L0	51 	202 		1.807 		1375.774
L0	52 	197 		5.293 		1155.361
L0	53 	175 		3.730 		942.062
L0	54 	175 		3.226 		1898.351
L0	55 	175 		5.910 		956.289
L0	56 	158 		4.365 		1795.258
L0	57 	151 		3.906 		74.782
L0	58 	149 		4.377 		1685.052
L0	59 	141 		3.136 		491.558
L0	60 	138 		1.318 		1169.588
L0	61 	131 		4.169 		1045.155
L0	62 	117 		2.500 		1596.186
L0	63 	117 		3.389 		0.521
L0	64 	106 		4.554 		526.510
L1 	1 	52993480757 	0 		0
L1	2 	489741 		4.220667 	529.690965
L1	3 	228919 		6.026475 	7.113547
L1	4 	27655 		4.57266 	1059.38193
L1	5 	20721 		5.45939 	522.57742
L1	6 	12106 		0.16986 	536.80451
L1	7 	6068 		4.4242 		103.0928
L1	8 	5434 		3.9848 		419.4846
