#MARS
L0 	1 	620347712 	0 		0
L0	2 	18656368 	5.05037100 	3340.61242670
L0	3 	1108217 	5.4009984 	6681.2248534
L0	4 	91798 		5.75479 	10021.83728
L0	5 	27745 		5.97050 	3.52312
L0	6 	12316 		0.84956 	2810.92146
L0	7 	10610 		2.93959 	2281.23050
L0	8 	8927 		4.1570 		0.0173
L0	9 	8716 		6.1101 		13362.4497
L0	10 	7775 		3.3397 		5621.8429
L0	11 	6798 		0.3646 		398.1490
L0	12 	4161 		0.2281 		2942.4634
L0	13 	3575 		1.6619 		2544.3144
L0	14 	3075 		0.8570 		191.4483
L0	15 	2938 		6.0789 		0.0673
L0	16 	2628 		0.6481 		3337.0893
L0 	17 	2580 		0.0300 		3344.1355
L0 	18 	2389 		5.0390 		796.2980
L0	19 	1799 		0.6563 		529.6910
L0	20 	1546 		2.9158 		1751.5395
L0	21 	1528 		1.1498 		6151.5339
L0	22 	1286 		3.0680 		2146.1654
L0	23 	1264 		3.6228 		5092.1520
L0	24 	1025 		3.6933 		8962.4553
L0	25 	892 		0.183 		16703.062
L0	26 	859 		2.401 		2914.014
L0	27 	833 		4.495 		3340.630
L0	28 	833 		2.464 		3340.595
L0	29 	749 		3.822 		155.420
L0	30 	724 		0.675 		3738.761
L0	31 	713 		3.663 		1059.382 
L0	32 	655 		0.489 		3127.313
L0	33 	636 		2.922 		8432.764
L0	34 	553 		4.475 		1748.016
L0	35 	550 		3.810 		0.980
L0	36 	472 		3.625 		1194.447
L0	37 	426 		0.554 		6283.076
L0	38 	415 		0.497 		213.299
L0	39 	312 		0.999 		6677.702
L0	40 	307 		0.381 		6684.748
L0	41 	302 		4.486 		3532.061
L0	42 	299 		2.783 		6254.627
L0	43 	293 		4.221 		20.775
L0	44 	284 		5.769 		3149.164
L0	45 	281 		5.882 		1349.867
L0	46 	274 		0.542 		3340.545
L0	47 	274 		0.134 		3340.680
L0	48 	239 		5.372 		4136.910
L0	49 	236 		5.755 		3333.499
L0	50 	231 		1.282 		3870.303
L0	51 	221 		3.505 		382.897
L0	52 	204 		2.821 		1221.849
L0	53 	193 		3.357 		3.590
L0	54 	189 		1.491 		9492.146
L0	55 	179 		1.006 		951.718
L0	56 	174 		2.414 		553.569
L0	57 	172 		0.439 		5486.778
L0	58 	160 		3.949 		4562.461
L0	59 	144 		1.419 		135.065
L0	60 	140 		3.326 		2700.715
L0	61 	138 		4.301 		7.114
L0	62 	131 		4.045 		12303.068
L0	63 	128 		2.208 		1592.596
L0	64 	128 		1.807 		5088.629
L0	65 	117 		3.128 		7903.073
L0	66 	113 		3.701 		1589.073
L0	67 	110 		1.052 		242.729
L0	68 	105 		0.785 		8827.390
L0	69 	100 		3.243 		11773.377
L1 	1 	334085627474 	0 		0
L1	2 	1458227 	3.6042605 	3340.6124267
L1	3 	164901 		3.926313 	6681.224853
L1	4 	19963 		4.26594 	10021.83728
L1	5 	3452 		4.7321 		3.5251
L1	6 	2485 		4.6128 		13362.4497
L1	7 	842 		4.459 		2281.230
L1	8 	538 		5.016 		398.149
L1 	9 	521 		4.994 		3344.136
L1 	10 	433 		2.561 		191.448
L1	11 	430 		5.316 		155.420
L1	12 	382 		3.539 		796.298
L1	13 	314 		4.963 		16703.062
L1	14 	283 		3.160 		2544.314
L1	15 	206 		4.569 		2146.165
L1	16 	169 		1.329 		3337.089
