17,58,33.4,+,66,38,1,8.1,NGC6543/PK96+29.1/Cat's_Eye_Nebula,PN,7.1,1,,
18,53,4.3,-,8,42,20,8.1,NGC6712,GC,12.8,10,,
20,11,58.0,+,26,29,0,8.1,NGC6885/NGC6882,OC,,20,,
12,50,53.1,+,41,7,17,8.2,M94/NGC4736,GX,13.6,14,12,117.0
3,12,15.3,-,55,12,59,8.3,NGC1261,GC,12.2,7,,
5,38,42.5,-,69,6,3,8.3,NGC2070,BN,15.0,30,20,
23,25,53.9,+,42,32,8,8.3,NGC7662/PK106-17.1/Blue_Snowball_Nebula,PN,7.0,1,,
3,46,48.4,+,68,5,44,8.4,IC342/PGC13826,GX[SBc],14.8,21,21,168.0
5,34,31.9,+,22,0,52,8.4,M1/NGC1952/Crab_Nebula,BN,11.6,6,4,
12,18,57.8,+,47,18,25,8.4,M106/NGC4258,GX,13.5,19,7,150.0
12,29,46.7,+,8,0,0,8.4,M49/NGC4472,GX,13.0,10,8,155.0
13,29,52.6,+,47,11,44,8.4,M51/NGC5194/Whirlpool_Galaxy,GX,12.9,11,7,7.0
19,16,35.5,+,30,11,7,8.4,M56/NGC6779,GC,12.9,9,,
19,53,46.1,+,18,46,44,8.4,M71/NGC6838,GC,12.4,7,,
9,55,54.0,+,69,40,59,8.4,M82/NGC3034,GX,12.4,11,4,65.0
12,59,35.0,-,70,52,27,8.4,NGC4833,GC,13.9,14,,
13,5,26.1,-,49,27,46,8.4,NGC4945/PGC45279,GX,12.9,20,4,43.0
12,56,43.8,+,21,40,59,8.5,M64/NGC4826/Blackeye_Nebula,GX,12.6,10,5,115.0
7,36,50.6,+,65,36,6,8.5,NGC2403/PGC21396,GX,14.4,23,12,127.0
19,9,46.1,-,63,51,24,8.5,NGC6744/PGC62836,GX,14.3,20,13,15.0
13,15,49.0,+,42,1,59,8.6,M63/NGC5055/Sun_flower_Galaxy,GX,13.3,13,7,105.0
20,6,4.8,-,21,55,15,8.6,M75/NGC6864,GC,12.5,7,,
12,30,49.4,+,12,23,26,8.6,M87/NGC4486,GX,12.7,8,7,170.0
19,44,56.6,-,14,48,23,8.7,NGC6822/IC4895/PGC63616/Barnard's_Galaxy,GX,14.3,15,14,5.0
18,53,35.1,+,33,1,47,8.8,M57/NGC6720/Ring_Nebula,PN,10.7,3,2,55.0
12,43,39.8,+,11,33,11,8.8,M60/NGC4649,GX,12.7,8,6,105.0
19,44,48.2,+,50,31,32,8.8,NGC6826/PK83+12.1/Blinking_Planetary,PN,7.4,1,,
20,34,52.1,+,60,9,12,8.8,NGC6946/PGC65001,GX,13.7,12,10,57.0
11,20,15.1,+,12,59,24,8.9,M66/NGC3627,GX,12.6,9,4,173.0
20,58,56.0,-,12,38,0,8.9,M73/NGC6994,STARS,,1,,
2,42,40.8,-,0,0,46,8.9,M77/NGC1068,GX,12.7,7,6,70.0
12,26,11.5,+,12,56,47,8.9,M86/NGC4406,GX,12.9,9,6,130.0
10,5,14.1,-,7,43,5,8.9,NGC3115/PGC29265/Spindle_Galaxy,GX,11.7,7,2,40.0
13,0,9.0,-,59,36,48,8.9,NGC4852,OC,,12,,
20,34,11.6,+,7,24,17,8.9,NGC6934,GC,12.9,7,,
12,22,18.0,+,58,5,0,9.0,M40/Winnecke4,2STAR,,2,,
9,32,9.7,+,21,29,57,9.0,NGC2903/PGC27077,GX,13.5,13,6,17.0
12,25,3.6,+,12,53,13,9.1,M84/NGC4374,GX,12.8,6,6,135.0
12,25,23.9,+,18,11,27,9.1,M85/NGC4382,GX,12.8,7,6,5.0
7,29,10.8,+,20,54,45,9.1,NGC2392/PK197+17.1/Clown_Face_Nebula,PN,8.6,1,,
0,47,8.3,-,20,45,36,9.1,NGC247/PGC2758,GX,13.9,19,6,172.0
1,4,47.5,+,2,7,7,9.2,IC1613/PGC3844,GX[IBm],14.9,17,15,50.0
20,53,27.9,-,12,32,11,9.2,M72/NGC6981,GC,13.1,7,,
0,38,57.6,+,48,20,14,9.2,NGC185/PGC2329,GX,13.3,8,7,35.0
10,7,1.8,-,40,26,10,9.2,NGC3132/PK272+12.1/Eight-Burst_Nebula,PN,9.8,1,,
12,42,7.6,+,32,32,30,9.2,NGC4631/PGC42637,GX,13.0,15,3,86.0
12,48,35.8,-,5,48,0,9.2,NGC4697/PGC43276,GX,12.8,7,5,70.0
16,25,48.6,-,72,12,4,9.2,NGC6101,GC,12.4,5,,
10,47,49.5,+,12,34,52,9.3,M105/NGC3379,GX,12.6,5,5,71.0
11,18,55.6,+,13,5,27,9.3,M65/NGC3623,GX,12.7,10,3,174.0
10,46,45.8,+,11,49,12,9.3,M96/NGC3368,GX,13.1,8,5,176.0
12,22,54.9,+,15,49,22,9.4,M100/NGC4321,GX,13.3,8,6,30.0
1,36,41.7,+,15,47,0,9.4,M74/NGC628,GX,14.2,10,10,25.0
12,36,50.0,+,13,9,50,9.5,M90/NGC4569,GX,13.3,10,4,23.0
2,46,19.5,-,30,16,32,9.5,NGC1097/PGC10488,GX,13.7,9,7,130.0
0,33,11.7,+,48,30,26,9.5,NGC147/PGC2004,GX,14.3,13,8,25.0
1,29,31.0,+,63,18,6,9.5,NGC559,OC,,7,,
22,37,5.1,+,34,25,13,9.5,NGC7331/PGC69327,GX,13.3,10,4,171.0
12,42,2.2,+,11,38,50,9.6,M59/NGC4621,GX,12.6,5,4,165.0
12,31,59.0,+,14,25,11,9.6,M88/NGC4501,GX,12.9,7,4,140.0
12,16,43.3,+,69,27,49,9.6,NGC4236_1/PGC39346,GX,14.9,22,7,162.0
12,28,11.3,+,44,5,42,9.6,NGC4449/PGC40973,GX,12.9,6,4,45.0
12,36,20.5,+,25,59,16,9.6,NGC4565/PGC42038,GX,13.2,16,2,136.0
17,13,44.1,-,37,6,12,9.6,NGC6302/PK349+1.1/Bug_Nebula,PN,10.2,1,,
12,37,43.7,+,11,49,6,9.7,M58/NGC4579,GX,13.1,6,5,95.0
12,21,54.9,+,4,28,22,9.7,M61/NGC4303,GX,13.4,6,6,162.0
10,43,57.8,+,11,42,12,9.7,M95/NGC3351,GX,13.4,7,5,13.0
9,21,25.4,-,58,18,40,9.7,NGC2867/PK278-5.1,PN,7.4,0,,
11,57,35.4,+,53,22,25,9.8,M109/NGC3992,GX,13.4,8,4,68.0
12,35,39.9,+,12,33,22,9.8,M89/NGC4552,GX,12.3,4,,
13,10,56.1,+,37,3,31,9.8,NGC5005/PGC45749,GX,12.6,6,3,65.0
15,6,29.4,+,55,45,49,9.9,M102/NGC5866,GX,12.9,6,3,128.0
11,14,47.7,+,55,1,10,9.9,M97/NGC3587/Owl_Nebula,PN,11.9,3,,
12,18,49.3,+,14,25,3,9.9,M99/NGC4254,GX,13.1,5,5,51.0
2,22,33.0,+,42,20,50,9.9,NGC891/PGC9031,GX,12.8,12,2,22.0
5,16,29.4,+,34,21,22,10.0,IC405/Flaming_Star_Nebula,BN[EN],16.7,30,20,
21,53,31.0,+,47,16,14,10.0,IC5146/Cocoon_Nebula/Sh2-125,BN[EN+OCL],14.8,10,10,
11,11,29.4,+,55,40,22,10.0,M108/NGC3556,GX,13.0,9,2,80.0
12,35,57.8,+,27,57,35,10.0,NGC4559/PGC42002,GX,13.9,11,4,150.0
20,12,6.5,+,38,21,18,10.0,NGC6888/Crescent_Nebula/Sh2-105,BN,15.7,18,13,
23,50,0.0,+,68,2,18,10.0,NGC7762,OC,,15,,
1,42,18.1,+,51,34,17,10.1,M76/NGC650/Barbell_Nebula,PN,12.3,3,,
12,13,47.8,+,14,53,58,10.1,M98/NGC4192,GX,13.4,10,3,155.0
9,10,20.1,+,7,2,14,10.1,NGC2775/PGC25861,GX,12.7,4,3,155.0
12,35,26.4,+,14,29,47,10.2,M91/NGC4548,GX,13.3,5,4,150.0
14,39,36.5,-,26,32,16,10.2,NGC5694,GC,13.1,4,,
7,38,8.5,+,38,52,57,10.3,NGC2419/Intergalactic_Tramp,GC,13.4,5,,
12,1,52.8,-,18,51,52,10.3,NGC4038/PGC37967/Ringtail_Galaxy,GX,12.0,3,2,94.0
12,1,53.8,-,18,53,8,10.3,NGC4039/PGC37969,GX,11.9,3,2,55.0
13,37,32.0,+,8,53,10,10.3,NGC5248/PGC48130,GX,13.7,6,4,122.0
12,17,29.9,+,37,48,28,10.4,NGC4244/PGC39422,GX,13.9,17,2,48.0
21,1,29.5,+,16,11,17,10.6,NGC7006,GC,13.1,4,,
0,3,14.8,+,16,8,43,10.6,NGC7814/PGC218,GX,13.1,6,2,135.0
0,47,3.3,-,11,52,17,10.9,NGC246/PK118-74.1,PN,13.7,4,,
23,4,56.7,+,12,19,20,10.9,NGC7479/PGC70419,GX,13.4,4,3,25.0
2,15,27.5,+,6,0,7,10.9,NGC864/PGC8631,GX,13.7,5,4,20.0
5,41,0.0,-,2,27,12,11.0,IC434,BN[EN],17.7,60,10,170.0
11,20,3.6,+,18,21,24,11.0,NGC3632/NGC3626/PGC34684,GX,12.5,3,2,157.0
23,20,45.0,+,61,12,42,11.0,NGC7635/Bubble_Nebula,BN,16.0,15,8,
13,0,8.3,+,27,58,35,11.5,NGC4889/NGC4884/PGC44715,GX,13.1,3,2,80.0
10,9,21.1,-,80,51,29,11.6,NGC3195/PK296-20.1,PN,10.2,1,0,
3,19,48.1,+,41,30,41,11.9,NGC1275/PGC12429,GX,13.1,2,2,110.0
0,13,1.0,+,72,31,21,12.3,NGC40/PK120+9.1,PN,12.5,1,,
12,30,57.7,+,12,16,16,12.5,NGC4486A/PGC41377,GX,11.6,1,1,4.0
20,10,48.0,+,41,10,24,13.1,IC1311,OC[II3rn],,5,,
2,46,9.9,-,30,13,43,13.1,NGC1097A/PGC10479,GX,11.8,1,0,105.0
20,59,57.0,-,55,33,43,13.2,NGC6990/PGC65862,GX,12.4,1,0,0.0
12,36,53.2,+,27,51,45,14.3,IC3592/NGC4559A/PGC42097,GX[Sa],13.3,1,0,126.0
20,22,14.0,+,40,15,24,14.9,IC1318,BN[EN],22.6,50,30,
19,42,28.0,+,23,5,15,15.0,NGC6820,BN,13.2,0,,
12,36,2.9,+,11,51,8,16.0,IC3558_2,GX[C],12.2,0,0,
12,53,0.0,-,63,0,0,,Coalsack,DN,79.9,400,,
7,4,30.0,-,10,28,0,,IC2177/Sh2-292/GUM1,BN[EN],,19,17,180.0
10,37,27.0,-,58,44,0,,IC2599,BN[EN],,,,
11,28,16.0,-,62,59,0,,IC2872,BN[EN],,15,6,
16,25,24.0,-,24,28,0,,IC4603,BN[RN+*],,35,20,
16,25,33.0,-,23,26,36,,IC4604,BN[RN+*],,60,50,
16,30,12.5,-,25,6,53,,IC4605,BN[RN+*],,30,30,
16,57,0.0,-,40,27,24,,IC4628,BN[EN],,90,60,
5,41,42.0,-,1,51,24,,NGC2024/Tank_Track_Nebula,BN,,30,,
6,39,9.5,+,8,44,40,,NGC2261/Hubble's_Variable_Nebula,BN,,3,1,
7,4,7.2,-,11,18,51,,NGC2327,BN,,1,,
17,20,48.0,-,36,6,12,,NGC6334,BN,,35,20,
17,24,43.5,-,34,12,5,,NGC6357,BN,,25,,
19,1,55.3,-,36,57,28,,NGC6729,BN,,25,20,
20,50,30.0,+,32,1,36,,NGC6979,BN,,7,3,
23,13,38.0,+,61,30,42,,NGC7538,BN,,9,6,
0,3,36.0,+,67,9,0,,NGC7822,BN,,100,,
